"LOCATION","Pays","VARIABLE","Variable","FREQUENCY","Fréquence","TIME","Temps","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","Royaume-Uni","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2015","2015","GBP","Livre sterling","0","Unités","2018","2018",392700944784.868,,
"GBR","Royaume-Uni","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2016","2016","GBP","Livre sterling","0","Unités","2018","2018",391447704348.871,,
"GBR","Royaume-Uni","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2017","2017","GBP","Livre sterling","0","Unités","2018","2018",395183575847.959,,
"GBR","Royaume-Uni","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2018","2018","GBP","Livre sterling","0","Unités","2018","2018",398777565580.037,,
"GBR","Royaume-Uni","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2019","2019","GBP","Livre sterling","0","Unités","2018","2018",408876000000,,
"GBR","Royaume-Uni","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2020","2020","GBP","Livre sterling","0","Unités","2018","2018",351642716816.511,,
"GBR","Royaume-Uni","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2021","2021","GBP","Livre sterling","0","Unités","2018","2018",398764130014.322,,
"GBR","Royaume-Uni","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2022","2022","GBP","Livre sterling","0","Unités","2018","2018",411450590645.931,,
"GBR","Royaume-Uni","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2023","2023","GBP","Livre sterling","0","Unités","2018","2018",379645862586.431,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2000","2000","PC","Pourcentage","0","Unités","2018","2018",0.797319158770639,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2001","2001","PC","Pourcentage","0","Unités","2018","2018",1.23810615613882,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2002","2002","PC","Pourcentage","0","Unités","2018","2018",1.23428830257049,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2003","2003","PC","Pourcentage","0","Unités","2018","2018",1.37583892617449,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2004","2004","PC","Pourcentage","0","Unités","2018","2018",1.34613262716542,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2005","2005","PC","Pourcentage","0","Unités","2018","2018",2.03592814371255,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2006","2006","PC","Pourcentage","0","Unités","2018","2018",2.34741784037567,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2007","2007","PC","Pourcentage","0","Unités","2018","2018",2.31442869057549,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2008","2008","PC","Pourcentage","0","Unités","2018","2018",3.5969023843488,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2009","2009","PC","Pourcentage","0","Unités","2018","2018",2.1835349660667,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2010","2010","PC","Pourcentage","0","Unités","2018","2018",3.30156896717688,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2011","2011","PC","Pourcentage","0","Unités","2018","2018",4.46328736489,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2012","2012","PC","Pourcentage","0","Unités","2018","2018",2.80082062260278,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2013","2013","PC","Pourcentage","0","Unités","2018","2018",2.56832971800443,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2014","2014","PC","Pourcentage","0","Unités","2018","2018",1.47195668725125,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2015","2015","PC","Pourcentage","0","Unités","2018","2018",0.0500208420179064,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2016","2016","PC","Pourcentage","0","Unités","2018","2018",0.641613198899873,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2017","2017","PC","Pourcentage","0","Unités","2018","2018",2.69084285477765,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2018","2018","PC","Pourcentage","0","Unités","2018","2018",2.47520761106156,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2019","2019","PC","Pourcentage","0","Unités","2018","2018",1.77812745869387,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2020","2020","PC","Pourcentage","0","Unités","2018","2018",0.881261595548,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2021","2021","PC","Pourcentage","0","Unités","2018","2018",2.58237547892638,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2022","2022","PC","Pourcentage","0","Unités","2018","2018",9.05355942243689,,
"GBR","Royaume-Uni","CPIH_YTYPCT","Inflation globale harmonisée","A","Annuelle","2023","2023","PC","Pourcentage","0","Unités","2018","2018",6.94323245264764,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2000","2000","GBP","Livre sterling","0","Unités","2018","2018",1627447000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2001","2001","GBP","Livre sterling","0","Unités","2018","2018",1662558000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2002","2002","GBP","Livre sterling","0","Unités","2018","2018",1691998000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2003","2003","GBP","Livre sterling","0","Unités","2018","2018",1744840000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2004","2004","GBP","Livre sterling","0","Unités","2018","2018",1785756000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2005","2005","GBP","Livre sterling","0","Unités","2018","2018",1833406000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2006","2006","GBP","Livre sterling","0","Unités","2018","2018",1873015000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2007","2007","GBP","Livre sterling","0","Unités","2018","2018",1921029000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2008","2008","GBP","Livre sterling","0","Unités","2018","2018",1918064000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2009","2009","GBP","Livre sterling","0","Unités","2018","2018",1831550000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2010","2010","GBP","Livre sterling","0","Unités","2018","2018",1876058000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2011","2011","GBP","Livre sterling","0","Unités","2018","2018",1896087000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2012","2012","GBP","Livre sterling","0","Unités","2018","2018",1923551000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2013","2013","GBP","Livre sterling","0","Unités","2018","2018",1958557000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2014","2014","GBP","Livre sterling","0","Unités","2018","2018",2021225000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2015","2015","GBP","Livre sterling","0","Unités","2018","2018",2069595000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2016","2016","GBP","Livre sterling","0","Unités","2018","2018",2114406000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2017","2017","GBP","Livre sterling","0","Unités","2018","2018",2166073000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2018","2018","GBP","Livre sterling","0","Unités","2018","2018",2203005000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2019","2019","GBP","Livre sterling","0","Unités","2018","2018",2238348000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2020","2020","GBP","Livre sterling","0","Unités","2018","2018",1991439000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2021","2021","GBP","Livre sterling","0","Unités","2018","2018",2142738000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2022","2022","GBP","Livre sterling","0","Unités","2018","2018",2230625000000,,
"GBR","Royaume-Uni","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2023","2023","GBP","Livre sterling","0","Unités","2018","2018",2238276683882.73,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2000","2000","PC","Pourcentage","0","Unités",,,3.46376447019143,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2001","2001","PC","Pourcentage","0","Unités",,,2.01567592722752,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2002","2002","PC","Pourcentage","0","Unités",,,-0.334699940831628,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2003","2003","PC","Pourcentage","0","Unités",,,-1.59811062377201,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2004","2004","PC","Pourcentage","0","Unités",,,-1.4753441840081,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2005","2005","PC","Pourcentage","0","Unités",,,-1.22409785923982,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2006","2006","PC","Pourcentage","0","Unités",,,-1.15138335063554,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2007","2007","PC","Pourcentage","0","Unités",,,-0.87178611352627,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2008","2008","PC","Pourcentage","0","Unités",,,-3.46809536619518,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2009","2009","PC","Pourcentage","0","Unités",,,-8.87870340657344,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2010","2010","PC","Pourcentage","0","Unités",,,-6.71937960072712,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2011","2011","PC","Pourcentage","0","Unités",,,-4.65722195082234,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2012","2012","PC","Pourcentage","0","Unités",,,-5.59606033243426,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2013","2013","PC","Pourcentage","0","Unités",,,-2.99860404781249,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2014","2014","PC","Pourcentage","0","Unités",,,-3.17753607822949,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2015","2015","PC","Pourcentage","0","Unités",,,-2.53191309933691,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2016","2016","PC","Pourcentage","0","Unités",,,-1.14095748804303,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2017","2017","PC","Pourcentage","0","Unités",,,-0.013908819534504,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2018","2018","PC","Pourcentage","0","Unités",,,-0.0183553427489462,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2019","2019","PC","Pourcentage","0","Unités",,,-0.584448888197905,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2020","2020","PC","Pourcentage","0","Unités",,,-11.445519848843,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2021","2021","PC","Pourcentage","0","Unités",,,-5.56935239617204,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2022","2022","PC","Pourcentage","0","Unités",,,-1.31729685344142,,
"GBR","Royaume-Uni","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2023","2023","PC","Pourcentage","0","Unités",,,-1.01100643220182,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2000","2000","GBP","Livre sterling","0","Unités","2018","2018",1004486614460.75,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2001","2001","GBP","Livre sterling","0","Unités","2018","2018",1038473680629.23,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2002","2002","GBP","Livre sterling","0","Unités","2018","2018",1068433286962.77,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2003","2003","GBP","Livre sterling","0","Unités","2018","2018",1105414739389.83,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2004","2004","GBP","Livre sterling","0","Unités","2018","2018",1137371569816.09,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2005","2005","GBP","Livre sterling","0","Unités","2018","2018",1168716464386.58,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2006","2006","GBP","Livre sterling","0","Unités","2018","2018",1176674206412.54,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2007","2007","GBP","Livre sterling","0","Unités","2018","2018",1213416201552.53,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2008","2008","GBP","Livre sterling","0","Unités","2018","2018",1205557179210.9,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2009","2009","GBP","Livre sterling","0","Unités","2018","2018",1169803897423.75,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2010","2010","GBP","Livre sterling","0","Unités","2018","2018",1193009688834.5,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2011","2011","GBP","Livre sterling","0","Unités","2018","2018",1188920919550.27,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2012","2012","GBP","Livre sterling","0","Unités","2018","2018",1209292858976.99,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2013","2013","GBP","Livre sterling","0","Unités","2018","2018",1240945861387.35,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2014","2014","GBP","Livre sterling","0","Unités","2018","2018",1276679222185.87,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2015","2015","GBP","Livre sterling","0","Unités","2018","2018",1316662368603.78,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2016","2016","GBP","Livre sterling","0","Unités","2018","2018",1364270323536.01,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2017","2017","GBP","Livre sterling","0","Unités","2018","2018",1390689780486.71,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2018","2018","GBP","Livre sterling","0","Unités","2018","2018",1424926510038.88,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2019","2019","GBP","Livre sterling","0","Unités","2018","2018",1440041000000,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2020","2020","GBP","Livre sterling","0","Unités","2018","2018",1250237970488.66,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2021","2021","GBP","Livre sterling","0","Unités","2018","2018",1328441001882.95,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2022","2022","GBP","Livre sterling","0","Unités","2018","2018",1402593105370.16,,
"GBR","Royaume-Uni","CPV","Dépense de consommation finale du secteur privé, en volume","A","Annuelle","2023","2023","GBP","Livre sterling","0","Unités","2018","2018",1409634899408.32,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2000","2000","USD","Dollar des États-Unis","0","Unités","2012","2012",2884322750000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2001","2001","USD","Dollar des États-Unis","0","Unités","2012","2012",2769167500000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2002","2002","USD","Dollar des États-Unis","0","Unités","2012","2012",2782250750000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2003","2003","USD","Dollar des États-Unis","0","Unités","2012","2012",2897202250000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2004","2004","USD","Dollar des États-Unis","0","Unités","2012","2012",3123903750000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2005","2005","USD","Dollar des États-Unis","0","Unités","2012","2012",3299125000000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2006","2006","USD","Dollar des États-Unis","0","Unités","2012","2012",3399986250000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2007","2007","USD","Dollar des États-Unis","0","Unités","2012","2012",3344929750000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2008","2008","USD","Dollar des États-Unis","0","Unités","2012","2012",3137083500000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2009","2009","USD","Dollar des États-Unis","0","Unités","2012","2012",2616456000000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2010","2010","USD","Dollar des États-Unis","0","Unités","2012","2012",2890072750000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2011","2011","USD","Dollar des États-Unis","0","Unités","2012","2012",3011977750000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2012","2012","USD","Dollar des États-Unis","0","Unités","2012","2012",3242785000000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2013","2013","USD","Dollar des États-Unis","0","Unités","2012","2012",3394085500000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2014","2014","USD","Dollar des États-Unis","0","Unités","2012","2012",3543250750000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2015","2015","USD","Dollar des États-Unis","0","Unités","2012","2012",3722114000000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2016","2016","USD","Dollar des États-Unis","0","Unités","2012","2012",3704498750000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2017","2017","USD","Dollar des États-Unis","0","Unités","2012","2012",3846520000000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2018","2018","USD","Dollar des États-Unis","0","Unités","2012","2012",4051491250000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2019","2019","USD","Dollar des États-Unis","0","Unités","2012","2012",4165694750000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2020","2020","USD","Dollar des États-Unis","0","Unités","2012","2012",4007192000000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2021","2021","USD","Dollar des États-Unis","0","Unités","2012","2012",4285431250000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2022","2022","USD","Dollar des États-Unis","0","Unités","2012","2012",4413507250000,,
"USA","États-Unis","ITISKV","Formation brute de capital, total, en volume","A","Annuelle","2023","2023","USD","Dollar des États-Unis","0","Unités","2012","2012",4251702843852.22,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2000","2000","USD","Dollar des États-Unis","0","Unités","2012","2012",13138035250000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2001","2001","USD","Dollar des États-Unis","0","Unités","2012","2012",13263417000000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2002","2002","USD","Dollar des États-Unis","0","Unités","2012","2012",13488357000000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2003","2003","USD","Dollar des États-Unis","0","Unités","2012","2012",13865519250000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2004","2004","USD","Dollar des États-Unis","0","Unités","2012","2012",14399696000000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2005","2005","USD","Dollar des États-Unis","0","Unités","2012","2012",14901269000000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2006","2006","USD","Dollar des États-Unis","0","Unités","2012","2012",15315943250000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2007","2007","USD","Dollar des États-Unis","0","Unités","2012","2012",15623871500000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2008","2008","USD","Dollar des États-Unis","0","Unités","2012","2012",15642962000000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2009","2009","USD","Dollar des États-Unis","0","Unités","2012","2012",15236262250000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2010","2010","USD","Dollar des États-Unis","0","Unités","2012","2012",15648991000000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2011","2011","USD","Dollar des États-Unis","0","Unités","2012","2012",15891534000000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2012","2012","USD","Dollar des États-Unis","0","Unités","2012","2012",16253970000000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2013","2013","USD","Dollar des États-Unis","0","Unités","2012","2012",16553347500000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2014","2014","USD","Dollar des États-Unis","0","Unités","2012","2012",16932051750000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2015","2015","USD","Dollar des États-Unis","0","Unités","2012","2012",17390295250000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2016","2016","USD","Dollar des États-Unis","0","Unités","2012","2012",17680273750000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2017","2017","USD","Dollar des États-Unis","0","Unités","2012","2012",18076651500000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2018","2018","USD","Dollar des États-Unis","0","Unités","2012","2012",18609078250000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2019","2019","USD","Dollar des États-Unis","0","Unités","2012","2012",19036052250000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2020","2020","USD","Dollar des États-Unis","0","Unités","2012","2012",18509142750000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2021","2021","USD","Dollar des États-Unis","0","Unités","2012","2012",19609811750000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2022","2022","USD","Dollar des États-Unis","0","Unités","2012","2012",20014128250000,,
"USA","États-Unis","GDPV","Produit intérieur brut, en volume, aux prix du marché","A","Annuelle","2023","2023","USD","Dollar des États-Unis","0","Unités","2012","2012",20325990148380,,
"USA","États-Unis","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2000","2000","PC","Pourcentage","0","Unités",,,3.44817973979392,,
"USA","États-Unis","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2001","2001","PC","Pourcentage","0","Unités",,,1.09566743454809,,
"USA","États-Unis","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2002","2002","PC","Pourcentage","0","Unités",,,-2.35213151997099,,
"USA","États-Unis","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2003","2003","PC","Pourcentage","0","Unités",,,-3.3556055041311,,
"USA","États-Unis","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2004","2004","PC","Pourcentage","0","Unités",,,-2.84035925347271,,
"USA","États-Unis","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2005","2005","PC","Pourcentage","0","Unités",,,-1.5367453225839,,
"USA","États-Unis","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2006","2006","PC","Pourcentage","0","Unités",,,-0.556570794008476,,
"USA","États-Unis","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2007","2007","PC","Pourcentage","0","Unités",,,-1.22096330256531,,
"USA","États-Unis","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2008","2008","PC","Pourcentage","0","Unités",,,-4.62730811659947,,
"USA","États-Unis","NLGXQ","Solde financier primaire des administrations publiques, en pourcentage du PIB","A","Annuelle","2009","2009","PC","Pourcentage","0","Unités",,,-10.2134423437439,,
